,time,latitude,longitude,dos,dos_error,depth,sea_ice_fraction,sos,sos_error
6455,2018-02-01,4.1875,113.4375,1020.61536,1.0068121,0.0,0.0,32.64053,1.0245702
6456,2018-02-01,4.1875,113.5625,1020.64185,1.0191869,0.0,0.0,32.669224,1.0359584
6457,2018-02-01,4.1875,113.6875,1020.65796,1.0080034,0.0,0.0,32.707973,1.0412192
6458,2018-02-01,4.1875,113.8125,,,0.0,0.0,32.73054,1.058311
6459,2018-02-01,4.1875,113.9375,,,0.0,0.0,32.791714,1.09593
6460,2018-02-01,4.1875,114.0625,,,0.0,,,
6461,2018-02-01,4.1875,114.1875,,,0.0,,,
6462,2018-02-01,4.1875,114.3125,,,0.0,,,
6463,2018-02-01,4.1875,114.4375,,,0.0,,,
6464,2018-02-01,4.1875,114.5625,,,0.0,,,
6465,2018-02-01,4.1875,114.6875,,,0.0,,,
6466,2018-02-01,4.1875,114.8125,,,0.0,,,
6467,2018-02-01,4.1875,114.9375,,,0.0,,,
6468,2018-02-01,4.1875,115.0625,,,0.0,,,
6469,2018-02-01,4.1875,115.1875,,,0.0,,,
6470,2018-02-01,4.1875,115.3125,,,0.0,,,
6471,2018-02-01,4.1875,115.4375,,,0.0,,,
6472,2018-02-01,4.1875,115.5625,,,0.0,,,
6473,2018-02-01,4.1875,115.6875,,,0.0,,,
6474,2018-02-01,4.1875,115.8125,,,0.0,,,
6475,2018-02-01,4.1875,115.9375,,,0.0,,,
6476,2018-02-01,4.1875,116.0625,,,0.0,,,
6477,2018-02-01,4.1875,116.1875,,,0.0,,,
6478,2018-02-01,4.1875,116.3125,,,0.0,,,
6479,2018-02-01,4.1875,116.4375,,,0.0,,,
6480,2018-02-01,4.1875,116.5625,,,0.0,,,
6481,2018-02-01,4.1875,116.6875,,,0.0,,,
6482,2018-02-01,4.1875,116.8125,,,0.0,,,
6483,2018-02-01,4.1875,116.9375,,,0.0,,,
6484,2018-02-01,4.1875,117.0625,,,0.0,,,
6485,2018-02-01,4.1875,117.1875,,,0.0,,,
6486,2018-02-01,4.1875,117.3125,,,0.0,,,
6487,2018-02-01,4.1875,117.4375,,,0.0,,,
6488,2018-02-01,4.1875,117.5625,,,0.0,,,
6489,2018-02-01,4.1875,117.6875,,,0.0,0.0,,
6490,2018-02-01,4.1875,117.8125,,,0.0,0.0,,
6491,2018-02-01,4.1875,117.9375,1020.86194,0.94927335,0.0,0.0,33.246384,0.95524687
6492,2018-02-01,4.1875,118.0625,1020.87836,0.9490888,0.0,0.0,33.262405,0.9576604
